"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Aug 26 09:09:07 GMT 2024","Mon Aug 26 09:09:10 GMT 2024","2570","tests.ui_tests","widgets_test","TestWidgets","","","Status change opening tabs and text tab",""
"passed","Mon Aug 26 09:08:40 GMT 2024","Mon Aug 26 09:08:47 GMT 2024","6310","tests.ui_tests","elements_test","TestElements","","","Web table update person info",""
"passed","Mon Aug 26 09:09:25 GMT 2024","Mon Aug 26 09:09:26 GMT 2024","1522","tests.ui_tests","elements_test","TestElements","","","API unauthorized",""
"passed","Mon Aug 26 09:07:55 GMT 2024","Mon Aug 26 09:08:03 GMT 2024","7447","tests.ui_tests","widgets_test","TestWidgets","","","First accordian card",""
"passed","Mon Aug 26 09:08:10 GMT 2024","Mon Aug 26 09:08:14 GMT 2024","4071","tests.ui_tests","widgets_test","TestWidgets","","","Third accordian card",""
"passed","Mon Aug 26 09:08:26 GMT 2024","Mon Aug 26 09:08:32 GMT 2024","5330","tests.ui_tests","interactions_test","TestInteractions","","","Accept droppable",""
"passed","Mon Aug 26 09:09:31 GMT 2024","Mon Aug 26 09:09:35 GMT 2024","3323","tests.ui_tests","widgets_test","TestWidgets","","","Click to select items from multiselect drop down",""
"passed","Mon Aug 26 09:08:05 GMT 2024","Mon Aug 26 09:08:12 GMT 2024","6163","tests.ui_tests","interactions_test","TestInteractions","","","Selectable",""
"passed","Mon Aug 26 09:08:21 GMT 2024","Mon Aug 26 09:08:26 GMT 2024","4154","tests.ui_tests","interactions_test","TestInteractions","","","Simple droppable",""
"passed","Mon Aug 26 09:07:56 GMT 2024","Mon Aug 26 09:07:56 GMT 2024","360","tests.api_tests","account_test","TestAccount","","","User authorization status",""
"passed","Mon Aug 26 09:08:19 GMT 2024","Mon Aug 26 09:08:29 GMT 2024","9197","tests.ui_tests","widgets_test","TestWidgets","","","Deleting all added colors from multiple color names field",""
"passed","Mon Aug 26 09:09:10 GMT 2024","Mon Aug 26 09:09:11 GMT 2024","1427","tests.ui_tests","elements_test","TestElements","","","Click on the button",""
"passed","Mon Aug 26 09:09:19 GMT 2024","Mon Aug 26 09:09:20 GMT 2024","1559","tests.ui_tests","elements_test","TestElements","","","API no content",""
"failed","Mon Aug 26 09:08:21 GMT 2024","Mon Aug 26 09:08:32 GMT 2024","11546","tests.ui_tests","elements_test","TestElements","","","Web table add person",""
"failed","Mon Aug 26 09:08:01 GMT 2024","Mon Aug 26 09:08:01 GMT 2024","0","tests.api_tests","book_store_test","TestBookStore","","","Delete all books in the user profile",""
"skipped","Mon Aug 26 09:08:00 GMT 2024","Mon Aug 26 09:08:00 GMT 2024","0","tests.api_tests","book_store_test","TestBookStore","","","Added books in the user profile",""
"passed","Mon Aug 26 09:08:09 GMT 2024","Mon Aug 26 09:08:12 GMT 2024","2993","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Click button to see alert",""
"passed","Mon Aug 26 09:07:59 GMT 2024","Mon Aug 26 09:08:00 GMT 2024","821","tests.api_tests","book_store_test","TestBookStore","","","Added book in the user profile",""
"failed","Mon Aug 26 09:08:59 GMT 2024","Mon Aug 26 09:09:03 GMT 2024","3674","tests.ui_tests","interactions_test","TestInteractions","","","Container restricted",""
"broken","Mon Aug 26 09:09:36 GMT 2024","Mon Aug 26 09:09:43 GMT 2024","6598","tests.ui_tests","elements_test","TestElements","","","Click the button after 5 seconds",""
"passed","Mon Aug 26 09:09:28 GMT 2024","Mon Aug 26 09:09:31 GMT 2024","3010","tests.ui_tests","widgets_test","TestWidgets","","","Color selected form old style select menu",""
"passed","Mon Aug 26 09:09:18 GMT 2024","Mon Aug 26 09:09:23 GMT 2024","4516","tests.ui_tests","widgets_test","TestWidgets","","","Contents of the menu on the page",""
"passed","Mon Aug 26 09:08:04 GMT 2024","Mon Aug 26 09:08:09 GMT 2024","5388","tests.ui_tests","widgets_test","TestWidgets","","","second accordian card",""
"passed","Mon Aug 26 09:08:48 GMT 2024","Mon Aug 26 09:08:52 GMT 2024","4591","tests.ui_tests","widgets_test","TestWidgets","","","Slider value change",""
"passed","Mon Aug 26 09:09:15 GMT 2024","Mon Aug 26 09:09:16 GMT 2024","1855","tests.ui_tests","elements_test","TestElements","","","Switching to dynamic link",""
"failed","Mon Aug 26 09:08:02 GMT 2024","Mon Aug 26 09:08:02 GMT 2024","0","tests.api_tests","book_store_test","TestBookStore","","","Checking if the book information from the get request matches the books in the list",""
"skipped","Mon Aug 26 09:08:47 GMT 2024","Mon Aug 26 09:08:52 GMT 2024","4393","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Large modal",""
"passed","Mon Aug 26 09:08:16 GMT 2024","Mon Aug 26 09:08:18 GMT 2024","1867","tests.ui_tests","elements_test","TestElements","","","Impressive radio button",""
"skipped","Mon Aug 26 09:08:18 GMT 2024","Mon Aug 26 09:08:20 GMT 2024","1856","tests.ui_tests","elements_test","TestElements","","","No radio button",""
"passed","Mon Aug 26 09:08:13 GMT 2024","Mon Aug 26 09:08:21 GMT 2024","7998","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Alert will appear after 5 seconds",""
"passed","Mon Aug 26 09:08:54 GMT 2024","Mon Aug 26 09:08:59 GMT 2024","4961","tests.ui_tests","interactions_test","TestInteractions","","","Axis restricted draggable",""
"passed","Mon Aug 26 09:07:55 GMT 2024","Mon Aug 26 09:08:01 GMT 2024","5954","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","New tab",""
"passed","Mon Aug 26 09:07:57 GMT 2024","Mon Aug 26 09:07:58 GMT 2024","292","tests.api_tests","account_test","TestAccount","","","Information about the user and books in his profile",""
"passed","Mon Aug 26 09:09:17 GMT 2024","Mon Aug 26 09:09:18 GMT 2024","1528","tests.ui_tests","elements_test","TestElements","","","API created",""
"passed","Mon Aug 26 09:08:21 GMT 2024","Mon Aug 26 09:08:26 GMT 2024","4980","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Alert confirm box will appear",""
"passed","Mon Aug 26 09:09:34 GMT 2024","Mon Aug 26 09:09:36 GMT 2024","1537","tests.ui_tests","elements_test","TestElements","","","Upload file",""
"passed","Mon Aug 26 09:09:21 GMT 2024","Mon Aug 26 09:09:22 GMT 2024","1484","tests.ui_tests","elements_test","TestElements","","","API moved",""
"passed","Mon Aug 26 09:08:03 GMT 2024","Mon Aug 26 09:08:08 GMT 2024","4530","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","New windows",""
"passed","Mon Aug 26 09:08:12 GMT 2024","Mon Aug 26 09:08:15 GMT 2024","3493","tests.ui_tests","elements_test","TestElements","","","Yes radio button",""
"failed","Mon Aug 26 09:08:02 GMT 2024","Mon Aug 26 09:08:02 GMT 2024","0","tests.api_tests","book_store_test","TestBookStore","","","Delete book in the user profile",""
"passed","Mon Aug 26 09:08:04 GMT 2024","Mon Aug 26 09:08:11 GMT 2024","6546","tests.ui_tests","elements_test","TestElements","","","Check box",""
"passed","Mon Aug 26 09:07:55 GMT 2024","Mon Aug 26 09:08:03 GMT 2024","8161","tests.ui_tests","elements_test","TestElements","","","Text box",""
"passed","Mon Aug 26 09:07:55 GMT 2024","Mon Aug 26 09:08:04 GMT 2024","8952","tests.ui_tests","interactions_test","TestInteractions","","","Sortable",""
"passed","Mon Aug 26 09:08:39 GMT 2024","Mon Aug 26 09:08:48 GMT 2024","8608","tests.ui_tests","interactions_test","TestInteractions","","","Revert draggable droppable",""
"passed","Mon Aug 26 09:08:15 GMT 2024","Mon Aug 26 09:08:19 GMT 2024","3765","tests.ui_tests","widgets_test","TestWidgets","","","Addition and deletion colors from multiple color names field",""
"passed","Mon Aug 26 09:09:23 GMT 2024","Mon Aug 26 09:09:27 GMT 2024","4273","tests.ui_tests","widgets_test","TestWidgets","","","Selecting items via click and keyboard in the select value menu",""
"passed","Mon Aug 26 09:08:48 GMT 2024","Mon Aug 26 09:08:53 GMT 2024","4826","tests.ui_tests","interactions_test","TestInteractions","","","Simple dragabble",""
"broken","Mon Aug 26 09:09:50 GMT 2024","Mon Aug 26 09:09:57 GMT 2024","6222","tests.ui_tests","elements_test","TestElements","","","Appearance of an invisible button",""
"passed","Mon Aug 26 09:08:42 GMT 2024","Mon Aug 26 09:08:47 GMT 2024","5195","tests.ui_tests","widgets_test","TestWidgets","","","Change date and time",""
"broken","Mon Aug 26 09:09:02 GMT 2024","Mon Aug 26 09:09:09 GMT 2024","7004","tests.ui_tests","elements_test","TestElements","","","Right click on the button",""
"passed","Mon Aug 26 09:09:27 GMT 2024","Mon Aug 26 09:09:28 GMT 2024","1510","tests.ui_tests","elements_test","TestElements","","","API forbidden",""
"passed","Mon Aug 26 09:08:17 GMT 2024","Mon Aug 26 09:08:21 GMT 2024","3536","tests.ui_tests","interactions_test","TestInteractions","","","Resizable",""
"broken","Mon Aug 26 09:09:11 GMT 2024","Mon Aug 26 09:09:17 GMT 2024","6933","tests.ui_tests","widgets_test","TestWidgets","","","Appearance tool tips",""
"passed","Mon Aug 26 09:08:27 GMT 2024","Mon Aug 26 09:08:31 GMT 2024","4152","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Alert prompt box will appear",""
"passed","Mon Aug 26 09:09:29 GMT 2024","Mon Aug 26 09:09:30 GMT 2024","1569","tests.ui_tests","elements_test","TestElements","","","API not found",""
"passed","Mon Aug 26 09:08:12 GMT 2024","Mon Aug 26 09:08:16 GMT 2024","4132","tests.ui_tests","interactions_test","TestInteractions","","","Resizable box expected maximum and minimum size",""
"passed","Mon Aug 26 09:08:32 GMT 2024","Mon Aug 26 09:08:37 GMT 2024","4818","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Frames",""
"passed","Mon Aug 26 09:08:53 GMT 2024","Mon Aug 26 09:09:07 GMT 2024","13902","tests.ui_tests","widgets_test","TestWidgets","","","Appearance reset stop start button in progress bar",""
"passed","Mon Aug 26 09:08:30 GMT 2024","Mon Aug 26 09:08:34 GMT 2024","4606","tests.ui_tests","widgets_test","TestWidgets","","","test_single_color_name_field",""
"passed","Mon Aug 26 09:08:34 GMT 2024","Mon Aug 26 09:08:40 GMT 2024","5793","tests.ui_tests","elements_test","TestElements","","","Web table search person",""
"passed","Mon Aug 26 09:08:33 GMT 2024","Mon Aug 26 09:08:38 GMT 2024","5281","tests.ui_tests","interactions_test","TestInteractions","","","Prevent propogation droppable",""
"passed","Mon Aug 26 09:08:47 GMT 2024","Mon Aug 26 09:08:55 GMT 2024","7502","tests.ui_tests","elements_test","TestElements","","","Web table delete person",""
"passed","Mon Aug 26 09:09:23 GMT 2024","Mon Aug 26 09:09:24 GMT 2024","1553","tests.ui_tests","elements_test","TestElements","","","API bad request",""
"passed","Mon Aug 26 09:09:44 GMT 2024","Mon Aug 26 09:09:50 GMT 2024","6211","tests.ui_tests","elements_test","TestElements","","","Button color change",""
"passed","Mon Aug 26 09:08:42 GMT 2024","Mon Aug 26 09:08:47 GMT 2024","4418","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Small modal",""
"passed","Mon Aug 26 09:07:55 GMT 2024","Mon Aug 26 09:08:09 GMT 2024","13484","tests.ui_tests","forms_test","TestForms","","","Filling in the registration form for students",""
"passed","Mon Aug 26 09:08:35 GMT 2024","Mon Aug 26 09:08:41 GMT 2024","5673","tests.ui_tests","widgets_test","TestWidgets","","","Change date",""
"passed","Mon Aug 26 09:08:59 GMT 2024","Mon Aug 26 09:09:01 GMT 2024","2301","tests.ui_tests","elements_test","TestElements","","","Double click on the button",""
"passed","Mon Aug 26 09:07:55 GMT 2024","Mon Aug 26 09:08:04 GMT 2024","8975","tests.ui_tests","book_store_application_test","TestBookStoreApplication","","","Login to book store",""
