"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 25 13:38:00 GMT 2024","Sun Aug 25 13:38:02 GMT 2024","2032","tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","New tab",""
"passed","Sun Aug 25 13:38:15 GMT 2024","Sun Aug 25 13:38:17 GMT 2024","1426","tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Alert prompt box will appear",""
"skipped","Sun Aug 25 13:39:08 GMT 2024","Sun Aug 25 13:39:10 GMT 2024","1913","tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Large modal",""
"passed","Sun Aug 25 13:38:07 GMT 2024","Sun Aug 25 13:38:13 GMT 2024","6535","tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Alert will appear after 5 seconds",""
"passed","Sun Aug 25 13:38:03 GMT 2024","Sun Aug 25 13:38:04 GMT 2024","1618","tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","New windows",""
"passed","Sun Aug 25 13:38:14 GMT 2024","Sun Aug 25 13:38:15 GMT 2024","1591","tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Alert confirm box will appear",""
"passed","Sun Aug 25 13:38:17 GMT 2024","Sun Aug 25 13:39:03 GMT 2024","45227","tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Frames",""
"passed","Sun Aug 25 13:39:03 GMT 2024","Sun Aug 25 13:39:05 GMT 2024","2264","tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Nested frames",""
"passed","Sun Aug 25 13:39:06 GMT 2024","Sun Aug 25 13:39:08 GMT 2024","2049","tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Small modal",""
"passed","Sun Aug 25 13:38:05 GMT 2024","Sun Aug 25 13:38:06 GMT 2024","1662","tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Click button to see alert",""
