"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 26 09:08:00 GMT 2024","Mon Aug 26 09:08:10 GMT 2024","10393","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","New tab",""
"passed","Mon Aug 26 09:08:00 GMT 2024","Mon Aug 26 09:08:11 GMT 2024","11565","tests.ui_tests","interactions_test","TestInteractions","","","Sortable",""
"failed","Mon Aug 26 09:08:00 GMT 2024","Mon Aug 26 09:08:06 GMT 2024","5572","tests.ui_tests","widgets_test","TestWidgets","","","First accordian card",""
"failed","Mon Aug 26 09:08:01 GMT 2024","Mon Aug 26 09:08:01 GMT 2024","0","tests.api_tests","book_store_test","TestBookStore","","","Added book in the user profile",""
"failed","Mon Aug 26 09:08:03 GMT 2024","Mon Aug 26 09:08:03 GMT 2024","0","tests.api_tests","book_store_test","TestBookStore","","","Checking if the book information from the get request matches the books in the list",""
"skipped","Mon Aug 26 09:08:02 GMT 2024","Mon Aug 26 09:08:02 GMT 2024","0","tests.api_tests","book_store_test","TestBookStore","","","Added books in the user profile",""
"failed","Mon Aug 26 09:08:02 GMT 2024","Mon Aug 26 09:08:02 GMT 2024","0","tests.api_tests","book_store_test","TestBookStore","","","Delete all books in the user profile",""
"skipped","Mon Aug 26 09:08:04 GMT 2024","Mon Aug 26 09:08:04 GMT 2024","0","tests.api_tests","book_store_test","TestBookStore","","","Replacing a book from the profile by a new book request ",""
"passed","Mon Aug 26 09:08:00 GMT 2024","Mon Aug 26 09:08:12 GMT 2024","11955","tests.ui_tests","elements_test","TestElements","","","Text box",""
"broken","Mon Aug 26 09:08:00 GMT 2024","Mon Aug 26 09:08:00 GMT 2024","0","tests.api_tests","account_test","TestAccount","","","Information about the user and books in his profile",""
"failed","Mon Aug 26 09:08:03 GMT 2024","Mon Aug 26 09:08:03 GMT 2024","0","tests.api_tests","book_store_test","TestBookStore","","","Delete book in the user profile",""
"passed","Mon Aug 26 09:08:00 GMT 2024","Mon Aug 26 09:08:08 GMT 2024","8558","tests.ui_tests","book_store_application_test","TestBookStoreApplication","","","Login to book store",""
"passed","Mon Aug 26 09:08:08 GMT 2024","Mon Aug 26 09:08:15 GMT 2024","6429","tests.ui_tests","widgets_test","TestWidgets","","","second accordian card",""
"failed","Mon Aug 26 09:07:59 GMT 2024","Mon Aug 26 09:07:59 GMT 2024","0","tests.api_tests","account_test","TestAccount","","","User authorization status",""
