"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 27 13:51:07 GMT 2024","Tue Aug 27 13:51:26 GMT 2024","19865","tests.ui_tests","elements_test","TestElements","","","Web table add person",""
"skipped","Tue Aug 27 13:50:45 GMT 2024","Tue Aug 27 13:50:45 GMT 2024","0","tests.api_tests","book_store_test","TestBookStore","","","Replacing a book from the profile by a new book request ",""
"passed","Tue Aug 27 13:51:08 GMT 2024","Tue Aug 27 13:51:19 GMT 2024","10929","tests.ui_tests","widgets_test","TestWidgets","","","Deleting all added colors from multiple color names field",""
"passed","Tue Aug 27 13:50:50 GMT 2024","Tue Aug 27 13:50:55 GMT 2024","4167","tests.ui_tests","interactions_test","TestInteractions","","","Resizable box expected maximum and minimum size",""
"passed","Tue Aug 27 13:52:07 GMT 2024","Tue Aug 27 13:52:08 GMT 2024","1573","tests.ui_tests","elements_test","TestElements","","","API created",""
"passed","Tue Aug 27 13:52:09 GMT 2024","Tue Aug 27 13:52:10 GMT 2024","1452","tests.ui_tests","elements_test","TestElements","","","API no content",""
"passed","Tue Aug 27 13:50:43 GMT 2024","Tue Aug 27 13:50:49 GMT 2024","5878","tests.ui_tests","interactions_test","TestInteractions","","","Selectable",""
"passed","Tue Aug 27 13:52:18 GMT 2024","Tue Aug 27 13:52:20 GMT 2024","1362","tests.ui_tests","elements_test","TestElements","","","API not found",""
"passed","Tue Aug 27 13:51:21 GMT 2024","Tue Aug 27 13:51:26 GMT 2024","4645","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Nested frames",""
"passed","Tue Aug 27 13:51:54 GMT 2024","Tue Aug 27 13:51:56 GMT 2024","1988","tests.ui_tests","elements_test","TestElements","","","Double click on the button",""
"passed","Tue Aug 27 13:51:03 GMT 2024","Tue Aug 27 13:51:08 GMT 2024","5513","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Alert confirm box will appear",""
"passed","Tue Aug 27 13:50:44 GMT 2024","Tue Aug 27 13:50:45 GMT 2024","478","tests.api_tests","book_store_test","TestBookStore","","","Checking if the book information from the get request matches the books in the list",""
"passed","Tue Aug 27 13:50:30 GMT 2024","Tue Aug 27 13:50:30 GMT 2024","316","tests.api_tests","account_test","TestAccount","","","User authorization status",""
"passed","Tue Aug 27 13:50:32 GMT 2024","Tue Aug 27 13:50:41 GMT 2024","9005","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","New tab",""
"passed","Tue Aug 27 13:52:33 GMT 2024","Tue Aug 27 13:52:37 GMT 2024","4587","tests.ui_tests","widgets_test","TestWidgets","","","Click to select items from multiselect drop down",""
"passed","Tue Aug 27 13:51:20 GMT 2024","Tue Aug 27 13:51:27 GMT 2024","7126","tests.ui_tests","widgets_test","TestWidgets","","","test_single_color_name_field",""
"passed","Tue Aug 27 13:51:27 GMT 2024","Tue Aug 27 13:51:35 GMT 2024","7379","tests.ui_tests","elements_test","TestElements","","","Web table search person",""
"passed","Tue Aug 27 13:50:42 GMT 2024","Tue Aug 27 13:50:51 GMT 2024","8963","tests.ui_tests","elements_test","TestElements","","","Check box",""
