"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Aug 26 08:52:37 GMT 2024","Mon Aug 26 08:52:43 GMT 2024","6344","tests.ui_tests","widgets_test","TestWidgets","","","Change date and time",""
"passed","Mon Aug 26 08:53:11 GMT 2024","Mon Aug 26 08:53:14 GMT 2024","2914","tests.ui_tests","elements_test","TestElements","","","Switching to dynamic link",""
"passed","Mon Aug 26 08:51:55 GMT 2024","Mon Aug 26 08:52:02 GMT 2024","6936","tests.ui_tests","elements_test","TestElements","","","Check box",""
"passed","Mon Aug 26 08:51:59 GMT 2024","Mon Aug 26 08:52:04 GMT 2024","4105","tests.ui_tests","widgets_test","TestWidgets","","","Third accordian card",""
"passed","Mon Aug 26 08:53:08 GMT 2024","Mon Aug 26 08:53:10 GMT 2024","2747","tests.ui_tests","elements_test","TestElements","","","Switching to new home page",""
"broken","Mon Aug 26 08:53:33 GMT 2024","Mon Aug 26 08:53:36 GMT 2024","2915","tests.ui_tests","elements_test","TestElements","","","Download file",""
"passed","Mon Aug 26 08:52:03 GMT 2024","Mon Aug 26 08:52:05 GMT 2024","2908","tests.ui_tests","elements_test","TestElements","","","Yes radio button",""
"passed","Mon Aug 26 08:53:24 GMT 2024","Mon Aug 26 08:53:27 GMT 2024","2174","tests.ui_tests","elements_test","TestElements","","","API unauthorized",""
"passed","Mon Aug 26 08:51:44 GMT 2024","Mon Aug 26 08:51:51 GMT 2024","6965","tests.ui_tests","widgets_test","TestWidgets","","","First accordian card",""
"broken","Mon Aug 26 08:53:15 GMT 2024","Mon Aug 26 08:53:22 GMT 2024","7122","tests.ui_tests","widgets_test","TestWidgets","","","Appearance tool tips",""
"passed","Mon Aug 26 08:51:44 GMT 2024","Mon Aug 26 08:51:53 GMT 2024","9263","tests.ui_tests","elements_test","TestElements","","","Text box",""
"passed","Mon Aug 26 08:52:01 GMT 2024","Mon Aug 26 08:52:03 GMT 2024","2141","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Click button to see alert",""
"passed","Mon Aug 26 08:52:10 GMT 2024","Mon Aug 26 08:52:21 GMT 2024","10501","tests.ui_tests","widgets_test","TestWidgets","","","Deleting all added colors from multiple color names field",""
"passed","Mon Aug 26 08:51:49 GMT 2024","Mon Aug 26 08:51:50 GMT 2024","1250","tests.api_tests","book_store_test","TestBookStore","","","Added book in the user profile",""
"passed","Mon Aug 26 08:53:17 GMT 2024","Mon Aug 26 08:53:19 GMT 2024","2166","tests.ui_tests","elements_test","TestElements","","","API no content",""
"passed","Mon Aug 26 08:52:52 GMT 2024","Mon Aug 26 08:52:59 GMT 2024","6421","tests.ui_tests","elements_test","TestElements","","","Web table change count row",""
"passed","Mon Aug 26 08:52:32 GMT 2024","Mon Aug 26 08:52:42 GMT 2024","9874","tests.ui_tests","interactions_test","TestInteractions","","","Revert draggable droppable",""
"passed","Mon Aug 26 08:52:16 GMT 2024","Mon Aug 26 08:52:24 GMT 2024","8511","tests.ui_tests","elements_test","TestElements","","","Web table add person",""
"passed","Mon Aug 26 08:52:32 GMT 2024","Mon Aug 26 08:52:36 GMT 2024","4758","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Nested frames",""
"passed","Mon Aug 26 08:52:53 GMT 2024","Mon Aug 26 08:53:10 GMT 2024","17287","tests.ui_tests","widgets_test","TestWidgets","","","Appearance reset stop start button in progress bar",""
"passed","Mon Aug 26 08:53:43 GMT 2024","Mon Aug 26 08:53:45 GMT 2024","2074","tests.ui_tests","widgets_test","TestWidgets","","","Selection of elements from standard multi-select",""
"passed","Mon Aug 26 08:52:23 GMT 2024","Mon Aug 26 08:52:31 GMT 2024","7832","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Frames",""
"passed","Mon Aug 26 08:52:51 GMT 2024","Mon Aug 26 08:52:55 GMT 2024","4353","tests.ui_tests","interactions_test","TestInteractions","","","Axis restricted draggable",""
"passed","Mon Aug 26 08:53:27 GMT 2024","Mon Aug 26 08:53:29 GMT 2024","2318","tests.ui_tests","elements_test","TestElements","","","API forbidden",""
"passed","Mon Aug 26 08:53:03 GMT 2024","Mon Aug 26 08:53:05 GMT 2024","2154","tests.ui_tests","elements_test","TestElements","","","Right click on the button",""
"passed","Mon Aug 26 08:53:00 GMT 2024","Mon Aug 26 08:53:02 GMT 2024","2523","tests.ui_tests","elements_test","TestElements","","","Double click on the button",""
"passed","Mon Aug 26 08:51:47 GMT 2024","Mon Aug 26 08:51:47 GMT 2024","436","tests.api_tests","account_test","TestAccount","","","Information about the user and books in his profile",""
"passed","Mon Aug 26 08:52:34 GMT 2024","Mon Aug 26 08:52:44 GMT 2024","9967","tests.ui_tests","elements_test","TestElements","","","Web table update person info",""
"passed","Mon Aug 26 08:53:19 GMT 2024","Mon Aug 26 08:53:21 GMT 2024","2026","tests.ui_tests","elements_test","TestElements","","","API moved",""
"failed","Mon Aug 26 08:52:09 GMT 2024","Mon Aug 26 08:52:12 GMT 2024","3565","tests.ui_tests","interactions_test","TestInteractions","","","Resizable",""
"broken","Mon Aug 26 08:53:54 GMT 2024","Mon Aug 26 08:54:01 GMT 2024","7221","tests.ui_tests","elements_test","TestElements","","","Appearance of an invisible button",""
"passed","Mon Aug 26 08:52:26 GMT 2024","Mon Aug 26 08:52:33 GMT 2024","7886","tests.ui_tests","elements_test","TestElements","","","Web table search person",""
"passed","Mon Aug 26 08:53:34 GMT 2024","Mon Aug 26 08:53:38 GMT 2024","3940","tests.ui_tests","widgets_test","TestWidgets","","","Color selected form old style select menu",""
"passed","Mon Aug 26 08:52:06 GMT 2024","Mon Aug 26 08:52:11 GMT 2024","4926","tests.ui_tests","elements_test","TestElements","","","Impressive radio button",""
"passed","Mon Aug 26 08:52:43 GMT 2024","Mon Aug 26 08:52:50 GMT 2024","7585","tests.ui_tests","interactions_test","TestInteractions","","","Simple dragabble",""
"passed","Mon Aug 26 08:52:01 GMT 2024","Mon Aug 26 08:52:05 GMT 2024","4377","tests.api_tests","book_store_test","TestBookStore","","","Delete book in the user profile",""
"passed","Mon Aug 26 08:52:18 GMT 2024","Mon Aug 26 08:52:23 GMT 2024","5533","tests.ui_tests","interactions_test","TestInteractions","","","Accept droppable",""
"passed","Mon Aug 26 08:52:22 GMT 2024","Mon Aug 26 08:52:29 GMT 2024","7615","tests.ui_tests","widgets_test","TestWidgets","","","test_single_color_name_field",""
"passed","Mon Aug 26 08:53:22 GMT 2024","Mon Aug 26 08:53:24 GMT 2024","2065","tests.ui_tests","elements_test","TestElements","","","API bad request",""
