"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 27 11:58:38 GMT 2024","Tue Aug 27 11:58:41 GMT 2024","3471","tests.ui_tests","widgets_test","TestWidgets","","","Slider value change",""
"passed","Tue Aug 27 11:59:12 GMT 2024","Tue Aug 27 11:59:14 GMT 2024","1481","tests.ui_tests","elements_test","TestElements","","","API unauthorized",""
"broken","Tue Aug 27 11:58:50 GMT 2024","Tue Aug 27 11:58:57 GMT 2024","6814","tests.ui_tests","elements_test","TestElements","","","Right click on the button",""
"passed","Tue Aug 27 11:57:42 GMT 2024","Tue Aug 27 11:57:54 GMT 2024","11671","tests.ui_tests","forms_test","TestForms","","","Filling in the registration form for students",""
"passed","Tue Aug 27 11:59:08 GMT 2024","Tue Aug 27 11:59:13 GMT 2024","4902","tests.ui_tests","widgets_test","TestWidgets","","","Contents of the menu on the page",""
"passed","Tue Aug 27 11:58:25 GMT 2024","Tue Aug 27 11:58:32 GMT 2024","7385","tests.ui_tests","interactions_test","TestInteractions","","","Revert draggable droppable",""
"skipped","Tue Aug 27 11:58:56 GMT 2024","Tue Aug 27 11:59:00 GMT 2024","3236","tests.ui_tests","widgets_test","TestWidgets","","","Status change opening tabs and text tab",""
"passed","Tue Aug 27 11:57:46 GMT 2024","Tue Aug 27 11:57:47 GMT 2024","813","tests.api_tests","book_store_test","TestBookStore","","","Added book in the user profile",""
"passed","Tue Aug 27 11:58:01 GMT 2024","Tue Aug 27 11:58:06 GMT 2024","4849","tests.ui_tests","widgets_test","TestWidgets","","","Addition and deletion colors from multiple color names field",""
"passed","Tue Aug 27 11:58:15 GMT 2024","Tue Aug 27 11:58:17 GMT 2024","2349","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Frames",""
"passed","Tue Aug 27 11:59:02 GMT 2024","Tue Aug 27 11:59:04 GMT 2024","1967","tests.ui_tests","elements_test","TestElements","","","Switching to dynamic link",""
"broken","Tue Aug 27 11:59:21 GMT 2024","Tue Aug 27 11:59:25 GMT 2024","3825","tests.ui_tests","widgets_test","TestWidgets","","","Click to select items from multiselect drop down",""
"passed","Tue Aug 27 11:57:58 GMT 2024","Tue Aug 27 11:58:03 GMT 2024","4397","tests.ui_tests","interactions_test","TestInteractions","","","Resizable box expected maximum and minimum size",""
"broken","Tue Aug 27 11:58:41 GMT 2024","Tue Aug 27 11:58:49 GMT 2024","7710","tests.ui_tests","interactions_test","TestInteractions","","","Container restricted",""
"passed","Tue Aug 27 11:57:53 GMT 2024","Tue Aug 27 11:58:00 GMT 2024","6576","tests.ui_tests","elements_test","TestElements","","","Check box",""
"passed","Tue Aug 27 11:58:24 GMT 2024","Tue Aug 27 11:58:30 GMT 2024","6026","tests.ui_tests","elements_test","TestElements","","","Web table search person",""
"passed","Tue Aug 27 11:58:18 GMT 2024","Tue Aug 27 11:58:22 GMT 2024","4649","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Nested frames",""
"passed","Tue Aug 27 11:57:43 GMT 2024","Tue Aug 27 11:57:51 GMT 2024","7948","tests.ui_tests","book_store_application_test","TestBookStoreApplication","","","Login to book store",""
"broken","Tue Aug 27 11:59:18 GMT 2024","Tue Aug 27 11:59:20 GMT 2024","2388","tests.ui_tests","elements_test","TestElements","","","Download file",""
"passed","Tue Aug 27 11:58:01 GMT 2024","Tue Aug 27 11:58:03 GMT 2024","2159","tests.ui_tests","elements_test","TestElements","","","Yes radio button",""
"passed","Tue Aug 27 11:57:49 GMT 2024","Tue Aug 27 11:57:53 GMT 2024","4571","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","New windows",""
"skipped","Tue Aug 27 11:58:07 GMT 2024","Tue Aug 27 11:58:10 GMT 2024","3710","tests.ui_tests","elements_test","TestElements","","","No radio button",""
"passed","Tue Aug 27 11:58:03 GMT 2024","Tue Aug 27 11:58:06 GMT 2024","2697","tests.ui_tests","elements_test","TestElements","","","Impressive radio button",""
"passed","Tue Aug 27 11:58:03 GMT 2024","Tue Aug 27 11:58:07 GMT 2024","3854","tests.ui_tests","interactions_test","TestInteractions","","","Resizable",""
"passed","Tue Aug 27 11:58:18 GMT 2024","Tue Aug 27 11:58:25 GMT 2024","7389","tests.ui_tests","widgets_test","TestWidgets","","","test_single_color_name_field",""
"passed","Tue Aug 27 11:57:51 GMT 2024","Tue Aug 27 11:57:52 GMT 2024","1425","tests.api_tests","book_store_test","TestBookStore","","","Delete all books in the user profile",""
"passed","Tue Aug 27 11:57:42 GMT 2024","Tue Aug 27 11:57:47 GMT 2024","4810","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","New tab",""
"passed","Tue Aug 27 11:59:30 GMT 2024","Tue Aug 27 11:59:37 GMT 2024","6169","tests.ui_tests","elements_test","TestElements","","","Button color change",""
"passed","Tue Aug 27 11:57:48 GMT 2024","Tue Aug 27 11:57:49 GMT 2024","1054","tests.api_tests","book_store_test","TestBookStore","","","Added books in the user profile",""
"passed","Tue Aug 27 11:57:53 GMT 2024","Tue Aug 27 11:57:57 GMT 2024","4654","tests.ui_tests","interactions_test","TestInteractions","","","Selectable",""
"passed","Tue Aug 27 11:57:58 GMT 2024","Tue Aug 27 11:57:58 GMT 2024","479","tests.api_tests","book_store_test","TestBookStore","","","Checking if the book information from the get request matches the books in the list",""
"passed","Tue Aug 27 11:58:37 GMT 2024","Tue Aug 27 11:58:41 GMT 2024","3795","tests.ui_tests","interactions_test","TestInteractions","","","Axis restricted draggable",""
"skipped","Tue Aug 27 11:58:29 GMT 2024","Tue Aug 27 11:58:33 GMT 2024","3472","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Large modal",""
"passed","Tue Aug 27 11:58:47 GMT 2024","Tue Aug 27 11:58:49 GMT 2024","1773","tests.ui_tests","elements_test","TestElements","","","Double click on the button",""
"passed","Tue Aug 27 11:57:43 GMT 2024","Tue Aug 27 11:57:52 GMT 2024","9065","tests.ui_tests","interactions_test","TestInteractions","","","Sortable",""
"passed","Tue Aug 27 11:59:08 GMT 2024","Tue Aug 27 11:59:10 GMT 2024","1420","tests.ui_tests","elements_test","TestElements","","","API moved",""
