"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 27 13:56:29 GMT 2024","Tue Aug 27 13:56:36 GMT 2024","6580","tests.ui_tests","elements_test","TestElements","","","Click the button after 5 seconds",""
"broken","Tue Aug 27 13:56:44 GMT 2024","Tue Aug 27 13:56:50 GMT 2024","6258","tests.ui_tests","elements_test","TestElements","","","Appearance of an invisible button",""
"passed","Tue Aug 27 13:55:08 GMT 2024","Tue Aug 27 13:55:12 GMT 2024","4301","tests.ui_tests","widgets_test","TestWidgets","","","Addition and deletion colors from multiple color names field",""
"passed","Tue Aug 27 13:55:22 GMT 2024","Tue Aug 27 13:55:28 GMT 2024","6479","tests.ui_tests","interactions_test","TestInteractions","","","Accept droppable",""
"passed","Tue Aug 27 13:55:07 GMT 2024","Tue Aug 27 13:55:15 GMT 2024","8302","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Alert will appear after 5 seconds",""
"passed","Tue Aug 27 13:55:46 GMT 2024","Tue Aug 27 13:56:06 GMT 2024","20570","tests.ui_tests","widgets_test","TestWidgets","","","Appearance reset stop start button in progress bar",""
"passed","Tue Aug 27 13:55:17 GMT 2024","Tue Aug 27 13:55:21 GMT 2024","4136","tests.ui_tests","interactions_test","TestInteractions","","","Simple droppable",""
"passed","Tue Aug 27 13:55:02 GMT 2024","Tue Aug 27 13:55:06 GMT 2024","3745","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Click button to see alert",""
"passed","Tue Aug 27 13:54:49 GMT 2024","Tue Aug 27 13:54:55 GMT 2024","6443","tests.ui_tests","widgets_test","TestWidgets","","","First accordian card",""
"passed","Tue Aug 27 13:54:49 GMT 2024","Tue Aug 27 13:54:55 GMT 2024","6092","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","New tab",""
"passed","Tue Aug 27 13:54:50 GMT 2024","Tue Aug 27 13:54:51 GMT 2024","284","tests.api_tests","account_test","TestAccount","","","Information about the user and books in his profile",""
"passed","Tue Aug 27 13:55:41 GMT 2024","Tue Aug 27 13:55:45 GMT 2024","4193","tests.ui_tests","widgets_test","TestWidgets","","","Slider value change",""
"skipped","Tue Aug 27 13:55:15 GMT 2024","Tue Aug 27 13:55:19 GMT 2024","3951","tests.ui_tests","elements_test","TestElements","","","No radio button",""
"passed","Tue Aug 27 13:55:44 GMT 2024","Tue Aug 27 13:55:50 GMT 2024","5911","tests.ui_tests","elements_test","TestElements","","","Web table update person info",""
"passed","Tue Aug 27 13:54:49 GMT 2024","Tue Aug 27 13:54:58 GMT 2024","9451","tests.ui_tests","book_store_application_test","TestBookStoreApplication","","","Login to book store",""
"skipped","Tue Aug 27 13:56:07 GMT 2024","Tue Aug 27 13:56:11 GMT 2024","4013","tests.ui_tests","widgets_test","TestWidgets","","","Status change opening tabs and text tab",""
"passed","Tue Aug 27 13:55:12 GMT 2024","Tue Aug 27 13:55:23 GMT 2024","10195","tests.ui_tests","widgets_test","TestWidgets","","","Deleting all added colors from multiple color names field",""
"passed","Tue Aug 27 13:55:07 GMT 2024","Tue Aug 27 13:55:11 GMT 2024","4521","tests.ui_tests","interactions_test","TestInteractions","","","Resizable box expected maximum and minimum size",""
"broken","Tue Aug 27 13:56:12 GMT 2024","Tue Aug 27 13:56:19 GMT 2024","6886","tests.ui_tests","widgets_test","TestWidgets","","","Appearance tool tips",""
"passed","Tue Aug 27 13:55:29 GMT 2024","Tue Aug 27 13:55:34 GMT 2024","4486","tests.ui_tests","widgets_test","TestWidgets","","","Change date",""
"passed","Tue Aug 27 13:56:18 GMT 2024","Tue Aug 27 13:56:20 GMT 2024","1446","tests.ui_tests","elements_test","TestElements","","","API unauthorized",""
"passed","Tue Aug 27 13:55:29 GMT 2024","Tue Aug 27 13:55:36 GMT 2024","7154","tests.ui_tests","interactions_test","TestInteractions","","","Prevent propogation droppable",""
"passed","Tue Aug 27 13:56:22 GMT 2024","Tue Aug 27 13:56:24 GMT 2024","1458","tests.ui_tests","elements_test","TestElements","","","API not found",""
"passed","Tue Aug 27 13:56:12 GMT 2024","Tue Aug 27 13:56:14 GMT 2024","1511","tests.ui_tests","elements_test","TestElements","","","API no content",""
"passed","Tue Aug 27 13:55:26 GMT 2024","Tue Aug 27 13:55:29 GMT 2024","3395","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Frames",""
"broken","Tue Aug 27 13:56:24 GMT 2024","Tue Aug 27 13:56:27 GMT 2024","2533","tests.ui_tests","elements_test","TestElements","","","Download file",""
"passed","Tue Aug 27 13:56:03 GMT 2024","Tue Aug 27 13:56:04 GMT 2024","1478","tests.ui_tests","elements_test","TestElements","","","Click on the button",""
"passed","Tue Aug 27 13:56:19 GMT 2024","Tue Aug 27 13:56:23 GMT 2024","4076","tests.ui_tests","widgets_test","TestWidgets","","","Contents of the menu on the page",""
"passed","Tue Aug 27 13:55:12 GMT 2024","Tue Aug 27 13:55:16 GMT 2024","3752","tests.ui_tests","interactions_test","TestInteractions","","","Resizable",""
"passed","Tue Aug 27 13:56:01 GMT 2024","Tue Aug 27 13:56:02 GMT 2024","1660","tests.ui_tests","elements_test","TestElements","","","Right click on the button",""
"passed","Tue Aug 27 13:55:48 GMT 2024","Tue Aug 27 13:55:52 GMT 2024","3919","tests.ui_tests","interactions_test","TestInteractions","","","Axis restricted draggable",""
"passed","Tue Aug 27 13:56:16 GMT 2024","Tue Aug 27 13:56:18 GMT 2024","1473","tests.ui_tests","elements_test","TestElements","","","API bad request",""
"passed","Tue Aug 27 13:55:37 GMT 2024","Tue Aug 27 13:55:44 GMT 2024","6412","tests.ui_tests","interactions_test","TestInteractions","","","Revert draggable droppable",""
"broken","Tue Aug 27 13:56:32 GMT 2024","Tue Aug 27 13:56:35 GMT 2024","3161","tests.ui_tests","widgets_test","TestWidgets","","","Click to select items from multiselect drop down",""
"passed","Tue Aug 27 13:54:57 GMT 2024","Tue Aug 27 13:55:02 GMT 2024","4608","tests.ui_tests","widgets_test","TestWidgets","","","second accordian card",""
