"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 27 13:35:24 GMT 2024","Tue Aug 27 13:35:27 GMT 2024","2903","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Alert prompt box will appear",""
"passed","Tue Aug 27 13:35:10 GMT 2024","Tue Aug 27 13:35:14 GMT 2024","3934","tests.ui_tests","interactions_test","TestInteractions","","","Resizable box expected maximum and minimum size",""
"passed","Tue Aug 27 13:35:15 GMT 2024","Tue Aug 27 13:35:18 GMT 2024","3299","tests.ui_tests","interactions_test","TestInteractions","","","Resizable",""
"passed","Tue Aug 27 13:35:53 GMT 2024","Tue Aug 27 13:36:06 GMT 2024","12930","tests.ui_tests","widgets_test","TestWidgets","","","Appearance reset stop start button in progress bar",""
"passed","Tue Aug 27 13:34:53 GMT 2024","Tue Aug 27 13:35:02 GMT 2024","8431","tests.ui_tests","interactions_test","TestInteractions","","","Sortable",""
"skipped","Tue Aug 27 13:35:44 GMT 2024","Tue Aug 27 13:35:49 GMT 2024","4376","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Large modal",""
"passed","Tue Aug 27 13:36:11 GMT 2024","Tue Aug 27 13:36:14 GMT 2024","2857","tests.ui_tests","elements_test","TestElements","","","Switching to new home page",""
"passed","Tue Aug 27 13:36:06 GMT 2024","Tue Aug 27 13:36:09 GMT 2024","2320","tests.ui_tests","elements_test","TestElements","","","Right click on the button",""
"passed","Tue Aug 27 13:34:53 GMT 2024","Tue Aug 27 13:35:02 GMT 2024","8593","tests.ui_tests","elements_test","TestElements","","","Text box",""
"passed","Tue Aug 27 13:35:37 GMT 2024","Tue Aug 27 13:35:42 GMT 2024","5419","tests.ui_tests","widgets_test","TestWidgets","","","Change date",""
"failed","Tue Aug 27 13:35:56 GMT 2024","Tue Aug 27 13:36:00 GMT 2024","4051","tests.ui_tests","interactions_test","TestInteractions","","","Container restricted",""
"passed","Tue Aug 27 13:35:34 GMT 2024","Tue Aug 27 13:35:38 GMT 2024","4392","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","Nested frames",""
"passed","Tue Aug 27 13:34:53 GMT 2024","Tue Aug 27 13:35:00 GMT 2024","7361","tests.ui_tests","alerts_frame_windows_test","TestAlertsFrameWindows","","","New tab",""
"passed","Tue Aug 27 13:35:48 GMT 2024","Tue Aug 27 13:35:55 GMT 2024","6173","tests.ui_tests","elements_test","TestElements","","","Web table update person info",""
"passed","Tue Aug 27 13:35:28 GMT 2024","Tue Aug 27 13:35:35 GMT 2024","7411","tests.ui_tests","widgets_test","TestWidgets","","","test_single_color_name_field",""
"passed","Tue Aug 27 13:35:43 GMT 2024","Tue Aug 27 13:35:47 GMT 2024","4803","tests.ui_tests","widgets_test","TestWidgets","","","Change date and time",""
"passed","Tue Aug 27 13:35:11 GMT 2024","Tue Aug 27 13:35:14 GMT 2024","3098","tests.ui_tests","elements_test","TestElements","","","Yes radio button",""
"passed","Tue Aug 27 13:36:14 GMT 2024","Tue Aug 27 13:36:17 GMT 2024","2353","tests.ui_tests","elements_test","TestElements","","","Switching to dynamic link",""
"passed","Tue Aug 27 13:35:55 GMT 2024","Tue Aug 27 13:36:00 GMT 2024","5155","tests.ui_tests","elements_test","TestElements","","","Web table delete person",""
"passed","Tue Aug 27 13:35:51 GMT 2024","Tue Aug 27 13:35:55 GMT 2024","4238","tests.ui_tests","interactions_test","TestInteractions","","","Axis restricted draggable",""
"passed","Tue Aug 27 13:35:37 GMT 2024","Tue Aug 27 13:35:45 GMT 2024","8017","tests.ui_tests","interactions_test","TestInteractions","","","Revert draggable droppable",""
"passed","Tue Aug 27 13:36:04 GMT 2024","Tue Aug 27 13:36:06 GMT 2024","1728","tests.ui_tests","elements_test","TestElements","","","Double click on the button",""
